Production_test,Production_predicted
61628,61433.86783556374
48570,48479.950814100506
35603,37545.577862396814
36817,43392.128374097956
26456,26149.98169674099
16666,16311.440690205563
14293,26450.708782940615
35037,38319.94526096499
38461,24391.18396025676
19575,22347.596181928362
60885,60814.83422823758
26456,26309.658833715
6610,11827.353088477093
26456,24235.52124460467
31611,15632.615073072235
10347,10115.031794086444
42071,30350.68709230119
25396,25697.20606941543
38339,38560.89466414964
10950,26378.55264565746
33747,33532.86484444087
4588,4539.593446148039
23949,21894.111607319177
26456,26805.81889063526
29384,24524.09363132594
5410,6592.442612942158
5230,19531.634358099647
8070,26559.264960365606
32387,17247.50907646774
0,176.98385069590339
31205,31413.06416659012
9705,9686.43193428345
49405,26342.2571804684
26456,23094.630906742615
25301,26869.539737653733
26456,27340.11015128449
55448,55485.73382884443
6313,6206.865457455179
53889,26869.539737653733
37862,38174.90053324084
60317,35098.81933416293
26456,24235.52124460467
37432,37254.538246969445
26456,26305.185962793348
42194,42436.05796308885
46431,26345.954298904053
55349,32441.164153009806
24469,24377.355771497354
12773,15448.384808164777
56784,56891.36940221728
14358,18263.98606258369
53253,51114.60911930336
3882,27340.11015128449
35644,35656.25410559879
55757,16064.785529074848
26456,24235.52124460467
45404,44543.49642518767
0,46.58241835199578
3758,3900.664017803986
26456,27340.11015128449
22035,20208.906855123852
51175,51075.32576291635
37915,26353.22216295211
4249,27340.11015128449
42274,35569.97810388429
30827,43319.717852042886
7450,16346.69082769666
16341,27656.753664083983
26456,26639.895481795473
17794,26792.04028830892
7861,26283.2732089888
42036,41813.693280736996
0,27340.11015128449
3548,15239.821448520659
6895,15601.451019119706
26456,23094.630906742615
27433,15632.615073072235
12918,35106.320762524745
26456,27427.26801076666
23534,19854.525458874716
29563,24235.52124460467
26456,23094.630906742615
58898,58920.10266648656
11190,16564.267304830915
31,15601.451019119706
48682,25805.937022804163
51578,53287.84726398651
3011,3250.265633212984
0,124.15056771555828
45048,44136.68209669064
26456,27340.11015128449
56748,56576.975006341134
35878,35422.926784899326
52141,52420.51288603356
60152,27095.131407296736
37692,38441.898782886885
51397,51353.35371607847
14475,26863.39414742499
28487,24391.18396025676
45340,15632.615073072235
7452,8267.039439519047
26456,26450.708782940615
17829,19153.008994165695
13048,27372.708498037897
6450,6280.802486526472
21739,25712.69468940438
31797,24391.18396025676
4030,4213.649633510952
31440,30333.31724891882
7225,6978.95003419719
41164,26869.539737653733
35110,34030.25396789004
11803,8593.101491266456
14373,14406.367571656774
0,29.489957445116087
3821,20574.28476018005
36318,29630.914399841004
18953,18989.93584541119
18543,18105.722930129847
26456,24235.52124460467
12698,24391.18396025676
61687,61450.432828243735
0,29.365632937724026
11808,19364.594315125978
31807,27735.2716501951
14014,19797.208594576223
26456,27340.11015128449
31133,31428.973774116075
53888,32441.164153009806
3938,3793.8765376636134
33005,33237.23194148555
0,29.009849234571753
37996,27735.2716501951
7820,7495.374298395041
39217,39617.18687550148
53395,24589.62440787366
25259,24450.833569564904
53401,53120.90535230102
36739,36791.27381223455
26456,26773.002047061684
46425,46277.075209672126
0,27340.11015128449
26456,24235.52124460467
10734,15916.255179444586
29112,26869.539737653733
0,20889.983539102406
2562,31753.731254953527
37686,34140.476308456244
60711,60688.27185790303
44122,44166.303853887155
32874,32856.54909050495
13223,13151.02722055385
49613,49533.66727249397
27837,27095.131407296736
60849,60775.054797597455
9767,16067.085197161678
18128,16581.31432674359
52909,44716.56143401481
45397,45400.073439953354
26743,26766.83834233389
61631,61619.69782053617
1290,24391.18396025676
25513,24324.997516750707
29447,28338.19777643558
59,9807.65945997302
9230,8774.653819767816
26456,26345.954298904053
35080,35269.77002083536
26456,20889.983539102406
28565,26309.658833715
0,223.56680069435737
5,9356.749266988925
11681,20889.983539102406
0,174.76617981392303
13133,12027.781316353543
29190,29493.32713214356
39282,39188.08334076092
16253,19324.033851299748
46683,21977.584384199876
51765,39743.08327185428
53374,53263.904025293545
36928,51206.28193111938
14253,14605.623824490767
26456,26309.658833715
36733,35050.2207618675
6901,6849.394039961102
8268,12018.000845476696
39527,40986.606208271834
26456,23094.630906742615
55972,56080.90409238383
27940,27357.827895046914
33719,33479.27468107405
54767,54964.78095210819
18707,17980.31880243917
29645,23068.044381159278
26456,26450.708782940615
14690,16564.267304830915
28494,15941.57911932235
17636,20630.080045378574
26456,23094.630906742615
9940,26309.658833715
56688,32408.565806256403
25429,27255.383501655604
48248,48414.29742929805
49714,43983.99613335765
26456,15601.451019119706
52662,52695.024584346116
3166,26309.658833715
0,176.98385069590339
51359,24391.18396025676
51363,51511.86400884552
6752,15200.795293126133
23427,16564.267304830915
16642,16914.39818094563
30732,15632.615073072235
0,181.2242624313184
7087,28608.938604043735
16208,15938.291339188929
0,1788.9731383453775
14566,26309.658833715
5615,26353.22216295211
52944,26792.04028830892
13811,27372.708498037897
50451,50340.5317627051
26456,26393.472751886267
56215,26927.638395047965
51749,35176.91423593017
46562,46825.39237982693
43495,43512.609499676444
26456,24235.52124460467
11412,15601.451019119706
18677,18449.246067355132
59238,59524.52293260227
4149,4152.486013534447
56177,57454.98561285451
28080,27340.11015128449
25258,25350.427026640536
26456,27372.708498037897
12013,35098.81933416293
26456,24391.18396025676
3387,15916.255179444586
21584,24076.696012474174
26456,26353.22216295211
56203,56446.390639442994
23130,34913.30132994894
3883,8267.039439519047
32088,17165.592505769815
21701,32441.164153009806
13827,20889.983539102406
26456,26450.708782940615
31222,31278.644872741002
4969,20633.59910578574
52593,53048.22431720127
51545,51101.337520408706
5024,5240.098518952995
28269,26309.658833715
10253,10168.03033372556
13269,23242.363815273606
55208,35601.85921635824
18227,18651.67196995786
0,402.85109323290766
44060,43969.845167644264
27376,28396.26207721742
41216,41234.71423001071
13324,15409.358652770252
15302,17240.892578276096
20982,27340.11015128449
6651,35098.81933416293
26456,23094.630906742615
45900,26342.2571804684
26456,15601.451019119706
8450,8402.569899468228
36133,36330.815926822695
17475,26342.2571804684
28410,20280.63081312212
9969,10098.86116268884
12239,24410.20364744956
11296,16564.267304830915
0,16346.69082769666
26456,15601.451019119706
9791,20889.983539102406
40311,40204.754234715925
5914,5735.537864894339
24851,24434.319277168514
26296,15486.816048820654
37632,26309.658833715
26456,24235.52124460467
0,27340.11015128449
59938,58779.646140783
49849,43319.276315899704
19818,21344.09387901397
38454,27427.26801076666
5262,5354.684429982228
2137,18779.5906381044
18279,26305.185962793348
55134,54971.26390710775
5197,5207.6359183182285
58122,58239.04381994769
33380,17165.592505769815
14483,23302.24453818306
47387,45705.974945743976
52144,26869.539737653733
35759,22623.162660985432
27181,27095.141064020318
2917,15693.110732544088
2412,16348.758082867158
26456,24391.18396025676
40561,26342.2571804684
27481,24391.18396025676
19690,19502.430290182863
45883,46835.1263784829
26456,20889.983539102406
24810,24199.28284419148
7372,20889.983539102406
52410,52117.941923768354
28801,35217.992911799214
58548,58323.460240345325
18076,17364.767364545176
40797,27340.11015128449
16578,16838.246122657965
1467,26309.658833715
46084,46201.537927680096
12961,12294.101612911127
38447,38315.804716639504
8324,26309.658833715
10134,27022.09193312029
2107,24341.621856202753
38556,38436.636639826305
22424,20489.483195282504
7658,15601.451019119706
46665,26869.539737653733
34826,35254.53608172025
42867,42945.309289210665
55312,55436.0221730118
7798,7157.922387152654
174,22623.162660985432
33134,12262.86531878329
33483,23106.79989352194
24114,26685.562569282083
28363,25431.13769579126
41324,40867.02945595081
26456,24235.52124460467
26456,26450.708782940615
302,15916.255179444586
9490,9159.769664673271
31423,23504.396317127743
26456,26378.55264565746
10718,17296.272966178203
18800,26211.919349872725
47531,47444.875449910105
35922,24840.70913662923
55558,55302.08132237004
60644,43572.381386858535
44372,44271.65067571727
3666,9673.357081394119
555,15607.31702582766
42718,42929.343200901465
26456,23094.630906742615
43740,43717.807748312734
25810,24391.18396025676
12095,22623.162660985432
61621,61655.12877768432
8474,8413.823479711387
26456,15910.415065369823
37459,38090.29830498016
26456,24391.18396025676
18405,18424.449852043716
24565,24460.010195351977
29650,20889.983539102406
0,333.28610524325416
26456,15601.451019119706
25761,26174.6835976664
24720,24233.242685269128
60884,60855.68217198924
29569,24391.18396025676
32675,26381.01269283107
23385,26309.658833715
21684,21172.012383560756
8136,7677.317377186463
26456,26426.071098639673
4372,4511.355622583339
12995,12253.65944269162
57453,35176.91423593017
12869,16106.538027328214
30208,29854.276955194404
47733,39740.63693111287
0,16346.69082769666
46887,46944.474617113956
26456,23094.630906742615
12302,24315.1791342123
59199,58975.23762225303
48238,48201.60350074496
21243,22069.96780606811
16226,16076.050350026011
26456,24428.22172012338
22143,21994.05855803531
32125,43662.96712983822
50126,27372.708498037897
26456,27340.11015128449
59921,27735.2716501951
48951,49179.59972090888
49629,25805.937022804163
47828,47660.12370750073
29646,28709.198003887097
14373,15416.95479383022
27076,27372.708498037897
15480,16583.606383301947
17806,27095.131407296736
61557,60834.97302920169
26456,10793.823609022656
38905,27340.11015128449
34432,35316.16690498945
28567,26309.658833715
13132,13995.330104266948
20346,24391.18396025676
50060,50300.83003892218
24714,24523.472263804357
7581,15601.451019119706
31587,26487.911101249534
37230,37356.83701815187
26456,15601.451019119706
26456,24235.52124460467
51860,52067.50061276987
26456,24428.22172012338
44436,43362.71023665351
137,155.538630040458
52325,52072.501057969144
47203,35062.467067585385
46635,46453.641801367805
26456,27770.846973365966
61490,61475.290030784694
52171,27332.882951000418
745,290.6665755877798
11161,11529.604731877065
61148,60876.31342070501
45522,26309.658833715
34777,34503.22714161516
25899,20420.067927939337
6576,5989.134694464096
15651,16172.759290818438
39194,24391.18396025676
27341,23035.446034405875
53238,35106.320762524745
26456,24428.22172012338
39749,39562.31711231505
51204,50736.58202986254
43603,43607.141266694794
49592,31916.56302975073
52109,52050.092203512395
53018,16067.085197161678
51604,26869.539737653733
42792,43198.998962269725
20146,20427.348063400685
40652,40641.68680157457
8036,24391.18396025676
11881,17957.65463227053
22720,22122.32716574723
50398,50194.73363106675
2262,2378.03659189328
27245,24251.31682202333
26456,23094.630906742615
21088,21368.13786803752
164,15601.451019119706
26456,26824.638635062325
6446,22623.162660985432
21694,15601.451019119706
11476,11781.26378296156
61738,61655.62392400802
17689,26792.04028830892
24170,24017.54408101657
36851,37370.936205853875
47635,27427.26801076666
22966,26792.04028830892
26456,26838.417237388665
2370,26838.417237388665
354,15448.118847782749
24013,25045.67201610448
28746,28651.31904234942
47188,46775.32240583692
4171,3935.7832382983975
15545,27340.11015128449
20847,20575.177984356393
54202,53907.4913455307
26456,24428.22172012338
23329,27340.11015128449
29083,28776.941292512092
32224,31060.973244519886
25813,24428.22172012338
41357,40811.79297424933
23195,35050.2207618675
53504,53474.29197168816
5509,27340.11015128449
59251,59249.31840632523
1735,15632.615073072235
32966,33370.5427871426
61970,62005.03722645082
26456,24391.18396025676
60,15601.451019119706
9352,26309.658833715
21608,21517.824750205404
13863,14756.53710126669
58957,59136.77101759622
59740,59944.84324701231
14441,14729.403418087686
17805,17541.659434977708
29763,27340.11015128449
2552,29662.528861453524
56043,55681.86734236989
16947,16842.256262579038
43132,43079.82730949167
21350,21025.245482285754
9083,9612.245307775318
61116,61095.08509652502
26456,26309.658833715
46044,46234.35131157836
55692,43564.811007505785
50400,50302.420418069094
17483,17103.269406443214
26456,16564.267304830915
40073,40065.608807328535
41502,27735.2716501951
0,21.91992890659385
16924,17148.425527959193
37602,37567.682058623985
57323,57181.99604712692
48048,48251.422147694015
0,706.9299889008455
27682,28324.70156097495
3548,3628.2521405023685
7994,20889.983539102406
61706,61709.788953137584
31369,27340.11015128449
30527,11886.350214207709
14010,18545.535189859267
4784,4734.31139607938
25765,27299.745934451377
20636,15601.451019119706
33553,33625.82334139325
12730,12841.047110124773
31389,26792.04028830892
3262,7619.293597310578
29008,29179.889724949695
3482,16619.010531262236
26334,23035.446034405875
10110,10040.299068878605
1325,15947.419233397115
13790,19022.620316932705
26433,53603.34348109573
26456,26426.071098639673
19914,24391.18396025676
21949,22348.296066964227
13659,14081.47556509821
26456,26393.472751886267
22446,30325.133516396647
26456,15632.615073072235
15298,20889.983539102406
14092,13710.681770924748
0,328.7147261037795
16234,26309.658833715
28750,23179.123624276806
10255,15601.451019119706
29745,30139.599773365826
11356,27340.11015128449
57834,57814.18640297421
45711,24391.18396025676
13796,31153.021206697063
26456,27770.846973365966
37261,37794.08644609826
28040,16874.01837188765
11700,27340.11015128449
0,18.63339508371955
25440,24663.395232204413
9701,16384.387032215305
17306,15234.072090337508
26456,20889.983539102406
40063,35013.86849528996
17821,16564.267304830915
1344,15722.853692380115
26456,27302.401808151466
28087,15601.451019119706
20582,20507.42640024962
44041,26171.290021197394
27486,27818.171330478777
7266,7418.427146450738
52245,27340.11015128449
18848,18159.264051331727
26456,27340.11015128449
31853,27566.905911978633
43837,43614.89538417945
42068,42198.82180241742
26456,27089.725281325154
32256,32862.64434927534
39392,39308.93490666355
0,198.4301286252001
22083,15200.795293126133
13096,12648.7629873867
54906,55000.06504923564
13587,15601.451019119706
26456,27302.401808151466
3847,3976.7805281793285
48858,49226.16690542164
26456,20889.983539102406
22841,24328.542915711434
40359,40348.745556884714
26456,27022.09193312029
458,20626.981089756624
2342,26342.2571804684
51787,51969.94041631427
10276,9994.101362860578
61328,57129.919348597134
26456,26309.658833715
38093,38134.73765333916
44423,44234.151501710134
2857,26378.55264565746
30974,36338.89559235993
44524,24391.18396025676
0,26650.018801034996
59024,59077.431825375395
11542,13014.332437170235
26456,24428.22172012338
44391,22655.761007738834
51422,51426.64780545476
30518,30365.60255092527
58198,32408.565806256403
16240,17195.471110588933
0,21.71158713598606
22974,22442.458384510683
54977,26309.658833715
5870,6002.156378494767
11821,27340.11015128449
26456,23094.630906742615
26456,27340.11015128449
4715,4990.708252012195
0,113.7993677599918
34839,27770.548781846566
37293,24428.22172012338
45500,45407.66238309786
10728,20813.179630309056
19214,18491.951087120204
28590,27427.26801076666
42967,33767.21318457502
36953,31616.2205763003
39891,40788.916621429606
26456,26415.53690096288
25501,25708.64685794568
26456,27302.401808151466
44096,44086.82241818269
19758,21000.31536035838
4304,15916.255179444586
21058,21882.17338292543
580,22921.139429677267
19310,24033.398233295862
12417,24410.20364744956
32616,17693.466514559805
24071,23035.446034405875
4349,4639.5206071622315
29360,24428.22172012338
29147,28641.53695079714
26456,27302.401808151466
16299,17314.541381861807
60745,60515.323562437974
47768,27372.708498037897
18449,20387.20394439322
60407,16067.085197161678
17610,24483.20600678625
26456,26393.472751886267
0,26.613254706521968
108,15601.451019119706
26456,27372.708498037897
28916,26773.002047061684
38479,26792.04028830892
34303,27284.48607386728
26456,26450.708782940615
37100,36511.00489792728
13576,15601.451019119706
23,22623.162660985432
27259,21107.620115870257
16473,17298.085824566573
31048,31759.916880268236
0,260.69556070110303
9021,26309.658833715
43092,43119.8959533329
32985,35062.467067585385
47890,43565.41840278996
36546,31668.209549595624
26456,27335.000154904876
26456,26149.98169674099
46228,45983.871826265495
19310,19891.479235818842
5916,6012.762938695373
26456,26342.2571804684
57164,57209.676296529266
26456,10771.206796484186
23365,15916.255179444586
34002,31529.037598798095
39663,16874.01837188765
16475,17298.085824566573
21542,22361.476752734256
3040,23384.482643023945
53953,28267.706405081026
353,24391.18396025676
16677,23656.14098655544
33233,20889.983539102406
12300,26211.919349872725
51643,26902.138084407143
41919,42095.87308565016
4725,27340.11015128449
22786,25238.33301238157
51564,27095.131407296736
5841,16564.267304830915
42806,42278.87295960025
34982,35831.964491645005
15679,22623.162660985432
38858,36615.019625147994
55239,55193.08762788171
26456,26309.658833715
27808,26149.98169674099
12736,20889.983539102406
26456,27089.725281325154
43541,43742.474754423805
53729,32441.164153009806
56816,56601.34615390938
12817,12759.811955215835
50154,24858.302263220125
32718,29649.626397637603
7417,20889.983539102406
48399,48465.976535051224
24193,24403.54866662927
7428,15036.184883160435
28253,23068.044381159278
26396,26349.236484917048
47650,26342.2571804684
6494,15927.734231591015
11371,13628.845604728676
27423,26350.003703555005
17865,16346.69082769666
26159,27340.11015128449
8644,20889.983539102406
44429,35098.81933416293
56851,56805.51634452867
26456,27340.11015128449
23518,23312.66267809357
26653,27209.245915551506
25143,24295.415266653927
57573,57156.4712833088
2266,8544.99753048359
26456,24391.18396025676
3114,22743.58696942229
26456,26393.472751886267
33768,31547.29050152193
53206,51285.58864402921
31043,31138.744516414197
47693,47732.356137309354
59923,59937.10383206805
55046,55305.04704486878
34266,24251.280727336
45088,32408.565806256403
0,29.365632937724026
43218,42875.357110115045
24074,23970.818674258575
3364,15601.451019119706
7518,7590.024396053998
51936,51348.27662129837
18131,27340.11015128449
26456,26483.307129694018
59451,59286.44541727965
10807,10531.322602844788
36148,15632.615073072235
40553,40275.269682050544
9991,10278.354323603598
16070,16564.267304830915
46245,35161.66722845035
36954,36995.26259504251
40576,40474.132959481634
24796,24199.28284419148
57138,57083.69824361728
42662,26309.658833715
45189,16282.457842812222
26766,26309.658833715
18361,15910.415065369823
12909,35225.51280822559
54001,30492.028991688356
30632,24428.22172012338
37148,17037.798866473175
26168,12225.292079878527
4677,4590.544318983639
44927,29768.639649608507
26456,24391.18396025676
33322,11935.404612020306
0,32.05173532076013
27062,20626.981089756624
48065,20633.59910578574
22564,22321.368891653085
2019,20889.983539102406
56997,57046.63971201927
12465,11691.423443499947
47952,26869.539737653733
43133,43040.09741401286
19391,8770.655324619262
31177,30702.246275888654
35815,26342.2571804684
7090,6752.310223914626
17000,18278.181607171373
51020,15601.451019119706
0,27735.2716501951
5552,5527.011126493466
26456,24391.18396025676
3276,15416.95479383022
35011,34740.4154942569
19053,20889.983539102406
15279,19612.868689686333
14172,14119.489111623068
26456,24235.52124460467
39010,38987.21537460612
32530,33243.73272549324
26456,15601.451019119706
56114,57880.57500816094
6786,26309.658833715
61564,61200.14715965854
5335,5288.838444980981
9171,26309.658833715
20913,15916.255179444586
13317,13736.714990084902
0,16564.267304830915
16345,27340.11015128449
26456,27089.725281325154
23721,23114.79660012581
19826,15916.255179444586
7371,35062.467067585385
40186,40011.3452063688
48496,48337.34715552243
22862,23111.395359305145
36870,38108.0118743993
54777,54576.31132542153
5495,5374.368387437952
44473,44697.74304754733
8742,8983.913732168407
26456,24235.52124460467
54562,54791.351851584535
43712,26773.002047061684
53577,35050.2207618675
6791,6331.139744079089
46983,27427.26801076666
16634,20091.79034594856
10541,23035.446034405875
60525,60276.61465031508
70,20791.012024817275
42276,16581.31432674359
35375,26309.658833715
26456,15601.451019119706
45992,26309.658833715
21495,17568.717385030475
35959,20889.983539102406
1711,15601.451019119706
8497,28608.938604043735
6932,18612.177630288705
26456,26393.472751886267
7661,24428.22172012338
14884,15469.926083242557
26456,26393.472751886267
26456,24235.52124460467
7955,26869.539737653733
33705,33601.3769293705
41428,41656.88650002662
50830,50636.83909726709
60069,59970.005621150034
9587,9435.229419352352
28469,30214.68151954272
37505,37649.09078384507
6836,27668.737992190883
45534,45536.10674718773
18877,18394.088260281584
21531,15916.255179444586
4256,15916.255179444586
15428,14701.630900376194
40555,41436.5616282338
40664,40377.00128208838
49716,50169.35261053185
26456,24235.52124460467
9372,12198.522729601511
7041,15916.255179444586
37603,37192.0253818694
18809,22655.761007738834
0,282.54960790141746
33189,24391.18396025676
5578,20420.067927939337
42273,41733.54854665496
34752,34170.76449328176
49260,49200.52959684256
7613,7772.20938957967
60217,60338.22909186019
1956,2084.078646506454
60272,26902.138084407143
24269,24391.18396025676
23880,27340.11015128449
20221,23674.889621348015
6284,27427.26801076666
11394,11865.775621449498
26456,24428.22172012338
0,219.44866141032398
4672,15601.451019119706
35302,26824.638635062325
26456,26450.708782940615
29354,35176.91423593017
22369,22364.821794573618
15326,26309.658833715
31730,27480.270346101937
32193,24391.18396025676
23517,19690.284328080936
26456,24216.489689252187
36129,36182.545670387655
43373,45899.49667519091
3938,3877.235630668833
50716,35101.35448824937
5876,15947.419233397115
23300,22459.62036365957
57426,57569.092493295524
8083,30205.110989374065
14348,16564.267304830915
27209,24391.18396025676
37028,36330.909683716374
25871,29022.359671547423
48759,49215.25293633963
36276,34370.14432728012
2190,20889.983539102406
30612,28156.803434919802
4199,16384.387032215305
16917,24391.18396025676
37632,26792.04028830892
45213,41200.44134012681
48627,48784.542225150864
3889,3986.3068155321926
13579,20889.983539102406
48520,26345.954298904053
22236,23928.03108303107
22162,21781.839921743143
25486,26149.98169674099
61875,61929.55524081257
26456,23094.630906742615
55880,44674.77760757
28850,29274.53463566521
27975,28438.27665060048
19427,19348.750995941613
6142,6335.333165689782
7139,16619.010531262236
58696,58882.42741897218
40232,40235.591700081604
26456,25607.01061467527
34477,51170.75893634847
49182,32408.565806256403
3786,15601.451019119706
10689,21460.90416931775
45824,20889.983539102406
11333,20889.983539102406
17238,17378.22923857618
45835,24391.18396025676
57542,57477.98246613707
26456,27335.000154904876
13879,16143.37672784521
21513,20725.132189661956
26456,26483.307129694018
43749,34989.157763178
34483,34635.47809849899
15201,27340.11015128449
23338,16564.267304830915
15870,21110.137855299814
877,27340.11015128449
38822,38915.40555364082
23105,23166.404903700735
5435,22623.162660985432
54693,54454.72335201097
15277,14787.953597987003
52208,52054.76782223588
47759,27095.131407296736
42603,42344.73420373592
26456,26393.472751886267
57758,57853.05195014468
56490,56242.44535919575
0,26378.55264565746
13831,14349.892092996852
26456,15601.451019119706
0,934.228431709157
0,29.489957445116087
51848,52211.88101245372
8525,8582.316463885882
26456,24235.52124460467
31710,27332.913513449483
0,274.86778020271953
26456,20889.983539102406
6350,20889.983539102406
0,20.128262867215057
58922,59012.8372077399
26456,26450.708782940615
6102,6101.91892719209
2636,2959.211957641725
6277,26450.708782940615
61162,61254.01326461053
14816,19551.476869922608
24055,23931.697018757102
32454,32966.91662238635
6921,6880.711457317114
32725,31529.037598798095
9297,27022.09193312029
29265,30069.912468148697
26456,27390.9010600035
0,25.65328384415166
53591,53468.59001538744
44354,44579.460321219
54955,35004.43844026433
24572,24786.584001812815
26456,26450.708782940615
7040,6750.8281088738795
5606,5533.016294589261
26456,27770.846973365966
51681,51637.22154808975
39760,16166.28609847418
28990,28083.4823411866
15729,16791.225586530873
20622,22569.442229399443
35295,35106.85329366548
36279,29573.466014659214
33247,33375.16031190173
9824,20944.423776977237
4410,4474.246319126737
25296,25209.299771478847
46774,46271.496107972125
53372,35225.51280822559
1266,1240.7960213347653
4290,4321.409930471102
40359,40582.28162654497
25532,25754.497112367862
45156,44871.374659810084
57670,57513.954785675734
35662,35642.44124513759
7694,8750.670486850964
37164,35062.467067585385
28815,26309.658833715
13201,12290.82730247064
37831,38030.65248697659
51463,51696.391267605235
0,18.63339508371955
36957,31727.157185429056
56886,56592.97005518616
26456,26345.954298904053
54893,54212.54193540006
26456,24391.18396025676
7149,6869.825200588119
26456,27340.11015128449
31165,26869.539737653733
52567,52745.547045398824
49604,49816.803935984375
3089,3036.4746665096095
40963,35176.91423593017
59563,59867.13153365665
53629,42304.42054962043
26456,27372.708498037897
26456,26259.97982955232
57334,57602.67782475373
36874,36509.04208403291
39155,42211.327699218855
44934,44708.7978245723
26456,24428.22172012338
15593,20889.983539102406
61704,51316.66808496553
10075,22623.162660985432
49578,44538.28048077822
54556,54349.61360294874
25591,27340.11015128449
52342,52022.014775465635
38230,37767.86618513612
23517,23908.307699602217
21684,16564.267304830915
25533,25372.922607121363
26456,23094.630906742615
22058,21794.190910780857
38557,18220.59651355383
6,16564.267304830915
53243,32375.025156460204
9644,9772.542730604104
17093,27735.2716501951
6865,26309.658833715
29177,29066.743216938226
29740,18117.602880277092
257,58.208986854380804
11311,26309.658833715
21890,26309.658833715
34963,27607.701251786882
26456,26393.472751886267
10548,10792.378591976776
30023,28551.20802935556
22854,24018.664729636628
41249,41208.20761330444
9321,15916.255179444586
30047,35225.51280822559
53178,43924.70146648969
24550,24543.329966059664
11369,11508.47857878314
26456,27372.708498037897
51473,26869.539737653733
26456,23094.630906742615
26456,26309.658833715
26049,20944.423776977237
58901,58897.66461412732
9849,10072.74348729791
0,169.02514022383193
19765,27599.486210406165
45455,27372.708498037897
46966,15632.615073072235
6819,6965.828936824244
19366,19456.1136503944
40848,35013.86849528996
17540,18230.437233687637
21405,26792.04028830892
0,1046.550516147649
57385,57593.86782513072
47866,48050.07618288972
4276,3938.494760380885
26456,26450.708782940615
21218,21308.800790963272
35055,34381.61582224164
8009,20889.983539102406
25958,15601.451019119706
53742,53849.01853810021
42081,40327.56393672776
57553,57719.16898836056
49615,50075.963191248185
7203,15947.419233397115
26456,26824.638635062325
15562,16564.267304830915
47231,27340.11015128449
46460,16874.01837188765
0,219.47401393093438
35073,26773.002047061684
36157,23035.446034405875
61316,61344.70581093025
30064,15416.95479383022
18601,18860.182553722527
26456,27302.401808151466
24094,23864.918017244214
14714,13922.408468772384
26843,27045.40325818513
28544,24391.18396025676
26456,26805.81889063526
44799,44700.95614104243
18293,18415.016694547598
46424,19797.208594576223
26456,22623.162660985432
7727,7422.912891914179
0,54.38606415298831
53188,53100.03861603297
18074,22623.162660985432
7089,16619.010531262236
199,19690.284328080936
4352,4363.032335052154
13443,13741.816852053542
32072,25026.095017215008
26456,20889.983539102406
8307,8318.291319011283
18766,23419.84843761764
3120,15601.451019119706
0,118.03977949540688
40919,41057.57555091014
55927,56111.56023307431
30422,29883.328667248563
21358,21097.98671699275
31200,31715.62803513213
24658,24607.096495803373
10762,20889.983539102406
31765,25671.80656010667
48999,35098.81933416293
21982,24632.882787857627
26456,24235.52124460467
21405,19784.7858616117
17746,19811.019333643155
51054,20889.983539102406
45943,22463.65441504226
34916,28611.267538362576
26957,26378.55264565746
26456,26450.708782940615
14308,13832.09119264651
35454,35371.71130991724
47486,47212.29717238995
26456,26483.307129694018
60920,60745.13539506814
36928,43494.24412651878
55690,55554.2713162743
53712,53696.71413688396
1266,26309.658833715
49974,50147.49145598337
9972,15838.285497871742
43245,26353.22216295211
26792,26543.7546423345
44,967.2886222815823
11994,19077.75954557518
26456,24235.52124460467
18559,28030.223032487636
45795,45557.05170733156
48154,47680.31382630518
13582,26487.911101249534
26456,24391.18396025676
32704,16564.267304830915
0,185.1173797694895
38267,18220.59651355383
15387,16964.252803902968
5897,5817.271091569485
26706,15601.451019119706
26763,26049.460052523144
0,59.7247044944469
33554,26983.2165552733
36352,26869.539737653733
42134,22655.761007738834
7965,7892.852340561539
14635,16442.91689575759
0,27340.11015128449
26456,16564.267304830915
45894,45788.84245308607
26456,26792.04028830892
26456,26450.708782940615
6298,15895.069165334111
30887,16003.3652905219
43693,43428.47831736188
26456,26393.472751886267
270,15910.415065369823
38106,38592.26795681249
48597,48591.26964077839
19906,19486.13631491738
42381,17860.146375425502
41669,41719.960861695305
45297,45613.25930220893
26456,27340.11015128449
12794,12862.790975355143
11852,16564.267304830915
2663,9652.214446563714
10743,10741.163394715404
10561,10755.375147342924
26456,26149.98169674099
49982,50191.08200640557
26456,27372.708498037897
26456,26149.98169674099
13528,27340.11015128449
20034,27770.846973365966
26456,26149.98169674099
26456,15601.451019119706
25280,26309.658833715
8153,26309.658833715
60725,60509.87284591136
2271,22623.162660985432
0,164.78472848841687
29980,20889.983539102406
194,16619.010531262236
25622,25566.9437204453
47543,47789.05377222887
19590,26309.658833715
10266,15601.451019119706
37065,34737.62902403095
26456,26393.472751886267
0,24.980076719964458
19914,19611.721314251437
56195,56008.64227632856
45182,45222.68891878936
53283,53272.94247080882
0,21.91992890659385
52461,52529.018709009215
59994,59949.269006494666
26456,24391.18396025676
7893,7495.374298395041
34678,34477.85223366775
11853,33815.81175687045
48562,35948.186728145076
30104,28376.79473373626
39233,39698.434359242594
42248,44377.042963136424
54992,54938.5066498166
7057,6797.571527575582
26456,27340.11015128449
34065,33716.6798220163
33479,26838.417237388665
26456,26309.658833715
42729,42605.388146875084
53427,53637.2505698078
8065,15632.615073072235
