Production_test,Production_predicted
26456,27340.11015128449
0,113.7993677599918
12776,30289.688180186276
25570,16564.267304830915
26456,27378.857619135353
26456,27340.11015128449
3768,22623.162660985432
37342,37515.88628760052
11940,26342.2571804684
26901,26556.92175001205
26456,27302.401808151466
26456,15601.451019119706
50866,50740.66260704995
51889,51735.421461739286
6009,20889.983539102406
26456,26393.472751886267
15455,20889.983539102406
3560,15601.451019119706
31024,31157.174212658796
13966,14663.457636842017
35017,20889.983539102406
24381,26342.2571804684
3092,2802.071223219874
40077,40048.31115594807
28354,28141.55601046421
59810,59936.34941522277
19145,27948.993828475206
5504,5482.294551292429
61367,61388.57066271447
14373,14617.730162855692
18624,26805.81889063526
52475,27095.131407296736
26456,26393.472751886267
10099,10394.825605366195
17680,28608.938604043735
26456,27372.708498037897
59942,59964.055486076584
26456,24391.18396025676
44615,44721.215301582124
29994,29774.370730961808
3423,3297.166695022818
3522,3499.6911574309433
22785,22444.856505838026
26288,26378.55264565746
0,113.7993677599918
62173,62114.1985840055
26456,27089.725281325154
44701,38356.433372883504
13045,26792.04028830892
26456,24235.52124460467
35243,35301.499389965116
18522,20086.649017302774
26456,24235.52124460467
26456,24235.52124460467
59353,20626.981089756624
11593,12674.986216054254
34746,34370.14432728012
920,20889.983539102406
26456,26149.98169674099
54409,54657.6689218934
12387,15416.95479383022
2985,3175.2335977165867
26650,21891.938690221912
26456,22623.162660985432
12740,26487.911101249534
24508,26902.138084407143
19763,21940.099902398895
45233,32408.565806256403
263,26450.708782940615
55686,26869.539737653733
26456,26450.708782940615
56277,56353.40676234838
0,361.48748230715296
54196,53826.175064961586
26456,24391.18396025676
50139,50695.261966327045
37322,36475.55917981178
50483,50758.79875902868
31843,30393.7882583497
56751,35062.467067585385
48528,27095.131407296736
26456,24391.18396025676
40538,26309.658833715
26456,26522.062642056684
21353,27378.857619135353
26456,26415.53690096288
998,15601.451019119706
0,74.97812995837523
49968,49913.81232586267
8133,15601.451019119706
53,22623.162660985432
16555,19063.486688682227
25230,22623.162660985432
26456,26838.417237388665
35637,35050.2207618675
6090,26869.539737653733
39773,40378.493572904285
32797,32769.461057387554
2195,2239.9862846930164
50088,50153.59133972749
31860,32127.97407027257
12933,34544.86354215504
0,26805.81889063526
20794,38476.646228894795
42637,40394.318108337786
10887,11559.230198123254
26456,26393.472751886267
3548,15907.365418232863
32201,34949.216412922404
26145,26230.810204971254
44947,45065.565852668675
21544,26869.539737653733
0,52.243246041116855
50534,50484.964033547
61160,46656.736761967906
51489,51428.446205925626
8539,26805.81889063526
4442,22623.162660985432
36413,36370.94565185914
30765,20595.736603469126
19206,20944.423776977237
27806,26309.658833715
41923,21289.224533749522
5150,5066.937522319673
26456,27225.342914324257
26456,26483.307129694018
58121,58009.17242851655
61690,61691.00391336892
26456,27340.11015128449
25200,24030.742369893982
51225,16564.267304830915
15979,24391.18396025676
38373,38197.61442360762
35995,36497.44176508971
26456,26805.81889063526
21443,20922.68738155981
48847,35013.86849528996
3089,16564.267304830915
2140,2037.3314747992993
26456,27340.11015128449
12259,12353.008641406652
10165,10471.53911563625
22759,26752.087103935795
1225,15601.451019119706
55180,32081.514898142905
21671,21948.362641535063
31128,31561.820473466745
38453,38511.85398891598
23071,35013.86849528996
36767,26773.002047061684
12753,12553.700074459133
0,26596.570854001544
27781,27757.007533496027
0,271.37060715903743
26456,26149.98169674099
33140,22623.162660985432
33685,22623.162660985432
26456,8790.160183175101
34685,34875.609837646436
1749,16545.685377395443
53326,53162.25869231469
26456,16346.69082769666
25933,26792.04028830892
22260,22606.31164892577
29921,26342.2571804684
20333,20889.983539102406
44366,36387.49416465535
679,21783.789640032905
34726,21356.764689615018
0,27372.708498037897
53157,26342.2571804684
50814,50728.98690482358
8204,16175.695604294273
524,16482.717651523373
2794,8626.934068005507
22569,24395.993628267952
53685,53420.337836689745
36465,36324.56047630255
7691,7419.0725811871125
822,15601.451019119706
46435,35176.91423593017
26456,24391.18396025676
48984,35176.91423593017
32036,31754.859253826995
24908,38886.47830593135
45675,43765.08288225904
18632,16564.267304830915
24276,23867.995645880703
45044,44988.58662288432
25590,26038.55839097561
0,28608.938604043735
401,252.6348102836533
13166,18463.143899515377
45684,46338.38149304475
57904,26869.539737653733
26298,26148.915578039043
12185,29506.838829619544
26456,26393.472751886267
39763,40307.40657588664
33657,43765.08288225904
12381,26309.658833715
50749,50666.79395606809
12088,13175.220110194516
28206,27913.521246631964
34607,35026.90952105885
38019,37935.10129816519
2928,22623.162660985432
20624,15632.615073072235
30986,30594.371039772777
17629,19489.415472615627
23122,24115.544944755282
27108,30731.622502007758
0,38.606758727612856
55376,55550.17300393954
17783,17876.033065021682
28080,28080.51299058306
1634,22623.162660985432
36174,36084.02680681461
22847,23084.9944206944
5635,5608.729639093077
42384,42318.20535796795
31792,22270.70197054162
24457,24474.24910814141
21088,26773.002047061684
56862,56676.304269452885
27522,28145.405711972806
38786,38163.95322592449
61569,61640.442443697626
44898,45134.471802619715
31116,21429.152542348515
18142,22623.162660985432
20033,21718.6050910727
54574,54567.31019068576
36109,31998.27195265068
35193,33583.99920787716
0,232.48011710158033
18536,27169.499219160007
4697,35098.81933416293
31922,28396.26207721742
26456,26450.708782940615
41315,26773.002047061684
3089,3162.6100357142345
5805,15838.285497871742
6042,6329.536579126454
15518,19797.208594576223
13550,13985.224479462084
25505,26342.2571804684
15300,14637.055849214676
60433,27095.131407296736
39327,39648.48432687818
17484,19082.232357814784
34398,33863.333826348324
48460,48600.87492245233
46851,27340.11015128449
61095,61072.390769269616
26456,26244.517696626135
5484,24391.18396025676
21025,22286.6330211519
745,19737.175258372154
11250,11106.164372673808
0,179.0065915493381
0,22.454825827719045
26456,24235.52124460467
28334,27340.11015128449
14765,15117.814343218273
22276,29793.569046223034
48718,24391.18396025676
26456,27302.401808151466
6994,7287.442821639984
26456,24428.22172012338
26907,20889.983539102406
39631,31220.24198349283
29146,28530.79506455372
28342,28061.982961703903
56537,55968.267205012104
6661,29447.20056028898
9,8267.039439519047
38114,27767.869996948502
47571,47383.955336848674
13844,35948.186728145076
26456,26393.472751886267
6537,15632.615073072235
26456,26450.708782940615
11771,12059.669306801225
18169,30481.995104674166
26456,24391.18396025676
4337,3934.2335766437477
7117,24483.20600678625
1223,1332.329885428502
52379,52106.81268201046
17763,26792.04028830892
28051,29909.769970454054
56455,29580.363447906915
2603,16543.665114610267
26456,26914.051996287297
60811,60823.640136690105
21653,21479.732323868662
0,41.21124745734775
51301,28608.938604043735
26456,26345.954298904053
48322,15869.449551824271
21934,24322.672100645894
39886,40215.64251027197
31403,31183.208642939924
42992,43074.58519773301
51088,24428.22172012338
1302,15947.419233397115
19139,21972.73063331997
3272,17741.48506467521
26833,26189.851076923045
11613,11873.232136571864
37365,37425.87486004063
22060,22575.281955836872
61464,61392.5649439468
60403,60191.21001615403
20621,22261.44200311277
1189,15601.451019119706
35633,26869.539737653733
26456,23094.630906742615
17626,26345.954298904053
34469,34415.77409307944
0,357.990309263471
27153,26342.2571804684
35360,37332.11467755228
22924,22562.130143462375
0,24391.18396025676
26456,20889.983539102406
21008,18339.391033711894
14050,25805.937022804163
11494,16564.267304830915
24777,24613.578130354326
26456,23094.630906742615
54074,26902.138084407143
53859,53545.18584682157
46403,26838.417237388665
26456,27427.26801076666
33134,12262.86531878329
15507,23068.044381159278
24834,25088.416275746666
26456,26824.638635062325
26456,26450.708782940615
49617,49867.73077561418
6450,6493.759650670889
31910,27632.08455715957
41434,35217.992911799214
4265,11257.228894024245
29574,34786.227596326375
17623,18240.03287210431
0,243.14058505278254
169,15916.255179444586
5635,5608.729639093077
13615,24391.18396025676
2173,2231.4590070059694
58353,26838.417237388665
61445,61465.26652737335
0,29.489957445116087
54204,29396.5200663207
39126,40220.94867938643
17175,17858.12243633656
26456,24391.18396025676
38433,39114.412898450806
26456,27089.725281325154
162,10168.94591150939
56663,56312.893573929214
12702,19363.03871972555
42003,16564.267304830915
629,10759.991032283606
30233,26675.22688406905
9755,9595.457058422844
0,108.55643401200884
14770,10759.991032283606
43717,43754.61110302999
5143,7382.856472621872
39192,27332.913513449483
24871,25164.713274519396
53489,53353.63463220898
15859,15669.759660469159
14769,16564.267304830915
34519,27427.26801076666
26179,24930.785729606705
9685,9829.245874698898
25628,26381.01269283107
26456,26450.708782940615
2733,16564.267304830915
49295,48279.65315058937
46426,46394.61861881433
0,99.26543624932799
52967,53011.03628950706
26456,24235.52124460467
49326,49234.89318992183
17744,23035.446034405875
6072,24391.18396025676
26456,15601.451019119706
46607,35098.81933416293
48848,48948.88282834809
53372,42873.55024076405
62102,62107.05673957064
55914,56462.10203515051
26456,26393.472751886267
47243,47763.05503633167
57996,57938.7075883493
7381,22623.162660985432
9318,9656.342866205627
35273,35152.65601501746
46146,46036.89192648614
59747,59669.89459798146
13346,15601.451019119706
45610,45608.926703959674
50229,34932.24517398081
44163,44116.390701126336
35787,35996.7853004405
41202,26792.04028830892
3361,3479.2280311995296
48817,48449.84894857198
11628,15916.255179444586
26456,15910.415065369823
60727,60702.76430025342
18066,22623.162660985432
26456,24235.52124460467
50214,50340.21957738268
5391,15942.994367581012
30261,28189.185926199454
37577,37861.2058298759
55039,55128.58898886928
4289,3976.748788243995
33062,24391.18396025676
33360,33319.881578142915
55457,55396.83353600857
4363,8657.35112186395
36275,24391.18396025676
58250,53999.395556783216
50749,50930.269478327835
5067,26450.708782940615
0,179.0065915493381
59093,26824.638635062325
1037,980.9155653848251
28142,28259.83470640935
16120,28608.938604043735
15155,26309.658833715
37244,31617.733962013383
26456,24235.52124460467
26456,27089.725281325154
419,235.61646045704106
52487,52329.79735812328
36035,27372.708498037897
41105,39272.69304210598
9682,26211.919349872725
16615,34989.157763178
12998,17593.176225785028
9471,15601.451019119706
4909,4971.122804305559
26456,24391.18396025676
61368,61345.886535570186
31751,12883.043075506474
14836,14722.942203217044
61915,61768.969679485745
2947,16564.267304830915
4570,4812.159886316686
1115,644.1487409506118
35456,20889.983539102406
38063,37998.147388272904
14015,13761.991313317754
40184,40493.78853186463
33578,34025.961122801236
16998,16564.267304830915
34325,34447.130543658415
816,26244.517696626135
36680,36584.85141918566
54336,54280.872883153505
32757,35062.467067585385
10262,9920.307219341894
8893,15601.451019119706
50357,49653.671708559064
50248,49852.10999946675
26843,27340.11015128449
38573,34989.157763178
16657,15916.255179444586
15193,15315.327335570779
26456,24391.18396025676
1075,15947.419233397115
3378,24636.38176917393
46829,35225.51280822559
42187,42519.428098587065
31219,31523.355220603276
37021,36578.68603906866
13126,13209.328037096513
38198,38441.26405888406
27991,28109.404263262706
1293,15601.451019119706
2102,22623.162660985432
47889,15601.451019119706
9205,9356.354642793884
51325,50544.79238296409
36262,37967.13848892951
4207,4478.31737374792
35393,35227.51315461293
26622,26516.570198142887
14103,13838.697368010191
45540,16564.267304830915
40259,24391.18396025676
8741,16581.31432674359
0,26805.81889063526
29297,27372.708498037897
33657,27372.708498037897
0,24391.18396025676
55857,55938.12499153534
3438,3495.2722162518
32030,32270.30897879046
33102,27340.11015128449
13802,24521.69578492546
2371,24448.765268174022
4407,4474.472426277629
41426,41791.39398429686
4631,5239.51918968725
12323,11676.783725225134
26456,27340.11015128449
29169,25026.095017215008
51942,51825.52709643974
10581,10903.968732284788
56502,56788.952411736995
26819,26106.744171284285
33688,27340.11015128449
22987,11775.546857177937
59566,59340.47973750222
15991,15618.762196054782
21352,24391.18396025676
3633,15601.451019119706
3137,3265.734874520172
26456,15910.415065369823
37206,37359.975124567
11487,12823.997707279888
5149,17568.717385030475
34603,27284.48607386728
48680,48751.102719182316
8134,8657.095635828678
52839,51333.76454840009
35076,34929.56397658805
49345,49459.18799729567
19466,20531.360660951552
47151,47103.85833942432
41196,41086.12308450347
14166,14238.193866781436
36142,35661.950928667095
7787,7662.566155662541
2317,7082.729417223083
30289,30516.664213149725
26456,16564.267304830915
15673,26309.658833715
32933,35050.2207618675
50682,43630.656087468844
852,973.2613434380738
26456,27372.708498037897
52100,51810.72127143514
42072,40500.26457040668
43066,43268.7003449024
16702,24391.18396025676
26456,23094.630906742615
22052,26792.04028830892
20515,19825.481250103992
39181,39343.05893354751
26456,27378.857619135353
36690,20889.983539102406
46356,46185.56401016936
0,52.243246041116855
29370,28501.104646661315
58399,32336.27768860934
26701,26507.44267784421
41962,42171.397600452154
41865,41840.41251184875
53757,53778.05593560338
47290,26309.658833715
26456,27340.11015128449
57644,57605.03318958156
53261,53172.440394396
20683,19219.64520564604
7746,7564.969293014512
56016,35098.81933416293
28333,32767.014510690817
39,19826.82563565838
32865,23035.446034405875
40603,39219.44836140318
19791,21934.95164961409
23448,15672.491810610909
34107,24235.52124460467
1082,15916.255179444586
51066,50942.41006988937
0,337.52651697866924
30273,32864.26271386707
37994,35050.2207618675
37008,15601.451019119706
46179,45946.360912089476
11392,11075.934429946545
22877,22798.947747385108
13813,24428.22172012338
32290,32192.196245387648
34213,34581.426404969956
26456,25853.959
5810,20889.983539102406
35712,35607.828978702164
17132,17887.122771693033
6089,15448.118847782749
51925,51768.17401179505
0,18.42505331311176
23834,17304.62083007222
0,157.5168249077048
61419,61374.194715156846
26369,26260.74620595599
45533,45513.708250761265
13758,24428.22172012338
49392,48981.18120055909
29160,29105.087733328157
54010,53538.62405509679
0,220.06962765067527
56216,34949.216412922404
47707,47768.85862467622
34854,27095.131407296736
15907,27427.26801076666
21217,21920.499894342967
60315,60085.10125891562
29198,29901.493314634554
39117,16564.267304830915
16310,17159.165907937204
42993,41772.498328523834
35255,17323.227891947874
30128,29778.514430719
37594,24428.22172012338
715,15486.816048820654
32376,32973.28045627279
11094,10951.74231760549
44250,44289.02233818953
3431,26863.39414742499
51266,51623.83879676317
16145,20889.983539102406
41354,26309.658833715
62188,62200.409947389206
21413,21237.57418983079
41681,24391.18396025676
8968,8300.872016258098
1569,24524.09363132594
3540,3699.6655010896434
23932,24104.982168028095
35849,35815.90520134978
13319,16067.085197161678
54450,26309.658833715
18977,19026.481774483604
14090,13377.585680217684
7453,7484.756175484011
26456,15601.451019119706
33442,33334.34147956928
11995,11915.982222089237
34488,34747.073924279444
26456,26353.22216295211
26456,27302.401808151466
26456,27340.11015128449
13858,35106.320762524745
26456,27372.708498037897
4677,4582.088765223954
26106,24966.297041275273
255,15601.451019119706
53795,53729.71236581938
58720,58317.673722790656
26456,24235.52124460467
18192,18559.3658168561
50216,50443.93657529003
57707,57371.793099542294
38879,36520.92545136864
26456,26450.708782940615
35189,40857.97514142085
56407,56509.171316455344
42150,26345.954298904053
25380,23106.79989352194
5504,5481.582517430439
20811,38476.646228894795
31585,31952.404107167316
28614,16874.01837188765
35197,22623.162660985432
17526,18172.87553010247
45295,26309.658833715
61640,61655.12877768432
45919,45871.46291553598
56860,35062.467067585385
33530,33269.1488391743
26456,26214.078999999998
29820,28550.948486551857
42538,27372.708498037897
8450,29004.816072602225
42260,42339.47700729681
26456,21429.152542348515
22495,22514.478858238752
0,29.365632937724026
35249,26309.658833715
2954,3666.525323792273
0,25.65328384415166
26456,26824.638635062325
28865,27330.701530104205
26569,24391.18396025676
34550,34581.426404969956
17616,20420.067927939337
27481,26345.954298904053
37323,41812.494135650086
9089,9931.827585134557
32096,20889.983539102406
25483,28608.938604043735
54697,54796.420477805405
676,15220.933692494327
26456,24428.22172012338
3548,3682.5026195460973
8369,18861.814982683794
25448,24107.033170000395
37950,36479.418903762155
44886,26792.04028830892
34459,34251.66602511813
16449,26309.658833715
35520,35764.96657794636
398,16564.267304830915
15798,24391.18396025676
46801,46406.12253793629
46612,46585.418265638036
31730,27480.270346101937
32152,30823.436531622367
22563,24391.18396025676
45200,45133.63301774472
59588,59292.13334822361
9246,12966.135191689596
51082,16564.267304830915
15774,15983.837450636162
24374,26902.138084407143
14863,14715.308909296898
1645,22623.162660985432
4187,4171.93972179839
58975,35098.81933416293
4903,4935.694781434636
62230,62170.76084548936
51053,32408.565806256403
26456,27372.708498037897
33435,20889.983539102406
44972,44904.71144093553
29956,24391.18396025676
49971,44033.72379724893
33507,24391.18396025676
57018,56444.90904068702
6274,26342.2571804684
0,29.698299215723875
39702,37602.85918571462
44283,44084.92287958772
26456,27340.11015128449
7802,20626.981089756624
30190,29806.28836260011
53702,48145.81271326049
60556,60628.26232750578
52608,26309.658833715
38088,38343.300179478065
13052,16564.267304830915
16947,16954.117592315044
18581,35225.51280822559
44548,44100.88708548789
26456,27340.11015128449
12519,12173.804660986296
14491,15601.451019119706
2042,2244.30634008792
19914,23105.365415206245
17350,17227.776570983715
26456,15916.255179444586
11630,11499.202533643858
26319,16064.785529074848
46471,26869.539737653733
1550,1359.2425218216358
52594,52472.247844795806
2603,2558.5472840360208
1771,26211.919349872725
58610,26940.89359676981
59271,59269.743372539546
12946,20889.983539102406
3434,23068.044381159278
420,22672.23311030622
58623,35062.467067585385
25204,25888.259545687364
53184,52304.83643147588
15165,16564.267304830915
17594,19389.272356251004
39,20889.983539102406
61081,60920.416248781716
5569,5656.704318596428
40538,39972.09055852008
60755,60709.38412754682
47766,47848.30143964786
17907,35062.467067585385
14110,15601.451019119706
452,509.3551876752849
15169,14856.658495049292
25227,20889.983539102406
39878,30897.898403574614
61546,61377.85677722353
54989,26869.539737653733
26456,24235.52124460467
242,10168.94591150939
17801,17748.155981401607
6913,24428.22172012338
31808,32982.76612408029
46379,46506.23753524049
44095,43340.99580081552
22559,26792.04028830892
12382,12614.679253917922
56269,55937.59850806747
26456,26305.185962793348
61616,32767.014510690817
26456,24235.52124460467
60182,59629.12068204167
46248,26342.2571804684
51167,51175.2549919438
20558,17568.717385030475
4814,4943.124449335205
19105,19122.22206782905
7236,15657.481783195939
16474,16277.698848034697
3089,24391.18396025676
28353,24391.18396025676
40253,39013.9802378984
95,22921.139429677267
17494,17683.454560180693
49167,49113.242219801316
22212,20889.983539102406
51872,51861.93682804231
46668,28608.938604043735
19010,20011.218844238945
10496,24251.280727336
0,32.260077091367926
47420,46918.377366999805
36289,38251.56300694777
26456,24235.52124460467
26456,27340.11015128449
1667,1670.434684785103
37925,38712.32851274316
41995,27340.11015128449
57548,57133.242182049864
10173,10282.391774217265
50508,26869.539737653733
0,29.489957445116087
25592,27165.66177900119
43138,43058.67815356137
35712,36513.36920822666
32494,26342.2571804684
54841,54212.54193540006
26456,24391.18396025676
22810,23701.780492496957
26456,24235.52124460467
27295,27282.98733303019
25208,23106.79989352194
41012,40339.10157566401
31017,30020.905688045117
58007,46315.18492438482
10654,10875.380757298819
45575,51891.014623004274
20053,19798.30763336499
48581,48825.134889966575
57550,56563.89324727285
22543,26792.04028830892
17209,15910.415065369823
26456,26805.81889063526
49082,24254.095794849865
1734,16254.101577398444
26456,27340.11015128449
58756,58279.858714177564
16022,15632.615073072235
26456,24428.22172012338
32985,32983.5577600173
23461,23450.456661602486
8189,8402.611500044923
56192,56400.14869894674
33169,26309.658833715
40899,34949.216412922404
50276,49918.865159158195
52451,26940.89359676981
25238,20889.983539102406
60235,26869.539737653733
35877,29403.638524063994
14476,14221.407632036999
60505,60361.089641103485
670,15601.451019119706
30115,27422.839146612532
10190,10089.344104858783
4430,4447.917363974288
35223,35067.22163210664
59119,59152.52902830983
31775,24428.22172012338
48531,48758.5818668742
10693,11210.134983411333
53751,28608.938604043735
18364,28641.53695079714
59755,59872.89867942288
42413,42184.92600668944
26456,24391.18396025676
23062,29793.569046223034
6405,6613.141234282722
57406,57601.48792764986
36570,36764.2964443423
26456,24235.52124460467
28366,16564.267304830915
26456,8593.101491266456
54766,54855.11523332591
9560,9685.61052697205
26145,26516.466378935027
53498,53580.005807303634
406,248.96173673749007
14244,14989.468367596586
55248,55093.723405584664
31944,25671.80656010667
5256,5365.647690611102
52150,26824.638635062325
26456,24235.52124460467
50077,15601.451019119706
39346,27770.846973365966
21986,22544.324383716958
60600,60361.089641103485
15545,15725.7627630071
57697,57305.112410429734
48739,48465.232012555076
26456,26393.472751886267
45753,23035.446034405875
17286,24428.22172012338
26456,26391.65307692308
544,24391.18396025676
25598,25453.83658353184
61819,61695.51631316727
23320,24428.22172012338
9783,8618.233568961119
19322,20280.63081312212
51018,51305.26735748089
44071,26869.539737653733
60149,60163.94672456135
36833,37446.614733538736
35257,21289.224533749522
16033,16175.978790269746
28101,28087.20376073852
26456,26426.071098639673
39591,24391.18396025676
31205,26869.539737653733
25316,25656.30228394631
30996,26838.613029356104
59470,59344.29038504394
26456,24391.18396025676
10680,20889.983539102406
16995,21533.4538125721
2553,19826.82563565838
7451,10742.818125313383
55306,55428.174304310225
7383,7970.965118705124
17488,19380.878773224867
3348,15941.57911932235
12681,24391.18396025676
58532,58712.11552091628
26456,26450.708782940615
50535,50594.4691422408
37252,33916.2979073828
23105,22543.647168518382
1743,2009.9682200558227
15530,26697.933375463137
17643,18668.336636203097
26456,26393.472751886267
45067,45416.193364896484
26456,26309.658833715
43753,43689.59787482442
7870,15601.451019119706
10607,9026.187067395218
36776,35543.48582696927
7180,8682.062411519171
26456,26381.01269283107
25271,20889.983539102406
48644,48561.26256890825
60491,27735.2716501951
12322,12469.512010433564
42143,27286.244207602056
0,24391.18396025676
41107,40858.12995320769
7560,27372.708498037897
57840,57869.82257407631
26456,26149.98169674099
39884,40237.345729299916
48029,27269.16210398194
24397,24030.742369893982
6606,22623.162660985432
47881,48025.44563688806
26032,38831.74434123166
29439,30012.40167857306
26456,26426.071098639673
56225,51864.67765212167
50730,50521.031474004354
31345,31173.556760120387
38989,38563.25584943712
33348,31073.661387898057
26456,27302.401808151466
13139,18335.2257579559
46392,46463.31450910919
29918,29747.282970783384
39524,39073.13245122543
0,26838.417237388665
53976,19854.525458874716
28921,29405.92438170686
27034,27347.481958872067
15893,26342.2571804684
12794,16844.204205197562
4473,26309.658833715
15158,20889.983539102406
15573,19666.593419569894
54670,54263.20530599276
1641,20944.423776977237
0,21.91992890659385
37722,29290.919218275558
1203,16564.267304830915
36739,36921.61655429768
44595,44445.07807646798
0,357.990309263471
20710,23388.288184878296
42270,42395.27844369239
45109,44996.57781329003
32171,20889.983539102406
3141,3105.319100488998
33643,26309.658833715
36654,36909.63606211317
46154,45883.2486761646
26456,24391.18396025676
598,20889.983539102406
11168,26342.2571804684
142,26450.708782940615
0,179.80294510422084
60683,60706.96585308181
32861,32904.294398532395
568,1022.5610034736155
24615,23781.213485288114
14744,14756.155485249035
11700,26309.658833715
12476,11821.548460189339
35382,35661.55106157695
33995,34318.3822538463
9327,9864.239640450527
32220,33332.94288198594
12102,16564.267304830915
16229,16267.468648154998
34098,34150.563745522544
109,15601.451019119706
43053,42995.724367598734
26625,24391.18396025676
12338,26545.94221956025
51310,26309.658833715
4638,24171.26412826007
37907,18779.5906381044
6389,16564.267304830915
6483,26309.658833715
17120,17998.631629680393
0,26805.81889063526
32838,33032.28178293327
57994,58106.985597043866
46282,46233.6702398607
58217,58401.4213570847
8388,23666.757159860408
104,15601.451019119706
42906,42989.96042113626
21236,32408.565806256403
5046,5780.914626477086
14629,26487.911101249534
61453,61419.9597348154
58315,58591.96044950716
511,15447.289638452661
51669,35062.467067585385
27343,27194.794661395503
34661,35444.80661732198
31202,31049.734570161036
43815,43769.48877142852
33466,15942.994367581012
0,40.466175392556174
48020,48129.25278520964
59726,59639.52820517671
48252,27770.846973365966
10375,26309.658833715
41010,41077.40110900192
40564,35062.467067585385
59622,59558.01458600693
24786,22049.407168594553
26456,26483.307129694018
52195,52420.51288603356
14714,13964.542946167323
495,10258.641356468037
617,16341.161526375137
21732,21723.67466273033
18049,27340.11015128449
25524,21835.394577344043
26456,26805.81889063526
42443,24521.69578492546
57654,57711.43550919962
17153,29690.55266917157
954,15601.451019119706
3702,25518.362093980148
16,15916.255179444586
4258,26381.01269283107
26456,26838.417237388665
59271,59269.743372539546
6199,6114.065314233237
43234,42995.06541615024
59560,59298.83755027497
52434,52745.45997181868
0,20889.983539102406
23044,22941.53330248511
46685,46537.84929718939
15834,16070.909077980064
12036,12096.067183869782
58748,59043.91231288296
23747,26342.2571804684
36651,36083.30541633602
26456,27340.11015128449
2375,23426.302176723904
47150,47419.74451597856
639,679.0989942288222
13481,14119.335076512543
38744,38527.85406806168
6246,15895.069165334111
26456,23094.630906742615
15324,15601.451019119706
21671,21384.381139596124
60502,27340.11015128449
0,27372.708498037897
0,187.33505065146986
26002,26685.6716768414
2422,15601.451019119706
21138,21010.50644463256
59120,43795.54118106237
44362,43940.77479068785
19638,19731.954781790773
43225,43535.40416871514
50720,50865.41943450396
24137,23639.59272226184
27672,26838.417237388665
95,189.79135866124324
3536,3741.504492640465
13506,15448.384808164777
56217,55814.40426126149
36103,26309.658833715
32052,27427.26801076666
3832,15239.821448520659
9342,9532.207743645602
35158,22932.708381672375
24858,24910.035743115222
26456,24391.18396025676
45382,45498.0886999186
59770,59943.662602792254
35569,24448.765268174022
26456,24235.52124460467
27610,16472.53997789927
18623,20889.983539102406
0,32336.27768860934
38446,20889.983539102406
49871,27770.846973365966
27756,27739.00385219037
26456,26393.472751886267
15160,14613.173471612048
37030,37099.07795872487
5970,22623.162660985432
52303,52060.44412510758
34657,33422.758639211366
53475,26378.55264565746
23676,12890.398858869019
32377,24391.18396025676
4645,24428.22172012338
34835,35050.2207618675
27979,28172.06135390117
3296,3341.3052758919366
15492,14821.580037088755
7601,29768.639649608507
10452,10387.54057106783
7043,8544.99753048359
35951,35925.63881505928
25318,24803.077675681772
44115,44032.92367460269
32769,23035.446034405875
10599,10379.497564835103
35106,27735.2716501951
9184,9046.822160863689
46870,19826.82563565838
0,118.03977949540688
7771,7268.418209045714
44881,24391.18396025676
47508,32408.565806256403
12091,16436.538546869255
26456,15601.451019119706
39217,39864.33627299321
49007,35013.86849528996
60445,60469.96330799431
26456,24235.52124460467
5023,5034.418234469297
15244,26927.638395047965
33182,28700.39683463135
47201,46611.08133828198
41653,41950.36709220515
16428,15280.118388292452
44405,44425.661132375884
28619,26869.539737653733
4622,4823.011202159946
47833,47644.31110668329
57476,57158.85425808037
55724,27286.244207602056
24120,19421.598360017768
26456,26149.98169674099
22208,37015.36580993982
26456,26450.708782940615
24921,24238.49147042477
183,168.86933563107087
29112,26869.539737653733
26456,15916.255179444586
18624,18785.47860211389
12716,19846.40333876592
37917,32375.025156460204
12794,15264.499088294056
17280,17201.527767385618
52941,53111.0481651296
35859,35768.030732062674
20312,14932.106813985056
41957,41874.40681857688
24265,25860.675885065986
37298,27535.70386649012
26456,27340.11015128449
44887,31020.096163924285
57781,57736.09858584984
27366,27403.031126439437
54343,54591.51498028568
30813,30719.765970018372
26456,26149.98169674099
15080,15869.449551824271
32170,24391.18396025676
53865,29000.339527336764
30143,24391.18396025676
46946,46950.44079538638
28600,28355.089040484567
42161,27340.11015128449
1266,16110.618577121164
32907,26927.638395047965
50779,26309.658833715
27002,27340.11015128449
220,10793.823609022656
11501,20889.983539102406
2200,22547.36843571687
40070,16545.685377395443
26456,27340.11015128449
5687,21898.166522853495
40972,40969.0016791302
21804,21761.51142795976
52526,52065.795410527026
0,313.2905286844223
15481,23135.576323652902
6204,26309.658833715
44714,26824.638635062325
26456,24235.52124460467
2941,15693.110732544088
9856,9028.475519795697
40708,39359.336416146274
27297,16564.267304830915
3400,15632.615073072235
37516,37285.24540337152
16134,8542.667205169186
36808,24391.18396025676
3630,3838.3681033277344
29341,28165.3646127844
20047,19882.543854589156
40748,41158.7176322981
21710,19083.372425405636
17119,11111.18349792959
39653,26869.539737653733
48659,44552.78920300045
53950,53712.26402339759
26456,26805.81889063526
47069,46925.53473283643
60947,60885.93531986343
32124,15601.451019119706
36757,24391.18396025676
3746,3595.9029987482804
12981,12683.208502016898
45931,45820.57543107273
23950,23867.47595228349
26456,26393.472751886267
29814,10759.991032283606
41858,41972.858138620875
0,19.593365946089854
14313,15601.451019119706
